"st1","st2","t_fin1","t_fin2","condition"
0,0,718,19,"greedy (2)"
0,0,56,14,"greedy (2)"
0,0,833,439,"greedy (2)"
0,0,281,2,"greedy (2)"
0,0,3,12,"greedy (2)"
0,0,22,132,"greedy (2)"
0,0,25,3,"greedy (2)"
0,0,163,50,"greedy (2)"
0,0,4,18,"greedy (2)"
0,0,2,21,"greedy (2)"
0,0,37,26,"greedy (2)"
0,0,9,17,"greedy (2)"
0,0,33,6,"greedy (2)"
0,0,87,5,"greedy (2)"
0,0,3,38,"greedy (2)"
0,0,15,38,"greedy (2)"
0,0,10,24,"greedy (2)"
148,0,1000,76,"greedy (2)"
0,0,4,37,"greedy (2)"
0,0,3,481,"greedy (2)"
0,0,3,359,"greedy (2)"
0,0,15,3,"greedy (2)"
0,0,25,3,"greedy (2)"
0,0,103,15,"greedy (2)"
0,0,179,97,"greedy (2)"
0,0,5,730,"greedy (2)"
0,0,30,12,"greedy (2)"
0,0,5,10,"greedy (2)"
0,0,32,62,"greedy (2)"
0,0,16,3,"greedy (2)"
0,0,2,581,"greedy (2)"
0,0,216,4,"greedy (2)"
0,0,243,20,"greedy (2)"
0,0,2,2,"greedy (2)"
0,0,3,11,"greedy (2)"
0,0,12,12,"greedy (2)"
0,0,38,9,"greedy (2)"
0,0,33,33,"greedy (2)"
0,0,6,11,"greedy (2)"
0,0,2,19,"greedy (2)"
0,0,14,9,"greedy (2)"
0,0,18,131,"greedy (2)"
0,0,117,9,"greedy (2)"
0,0,3,3,"greedy (2)"
0,0,41,7,"greedy (2)"
0,0,4,4,"greedy (2)"
0,0,9,347,"greedy (2)"
0,0,2,87,"greedy (2)"
0,0,2,28,"greedy (2)"
0,0,4,7,"greedy (2)"
0,0,12,65,"greedy (2)"
0,0,5,17,"greedy (2)"
0,0,17,75,"greedy (2)"
0,0,51,4,"greedy (2)"
0,0,364,3,"greedy (2)"
0,0,9,3,"greedy (2)"
0,0,21,2,"greedy (2)"
0,0,5,14,"greedy (2)"
0,0,6,6,"greedy (2)"
0,0,195,20,"greedy (2)"
0,0,3,3,"greedy (2)"
0,0,991,3,"greedy (2)"
0,0,3,76,"greedy (2)"
0,0,55,416,"greedy (2)"
0,0,2,8,"greedy (2)"
0,0,9,33,"greedy (2)"
0,0,249,2,"greedy (2)"
0,0,29,7,"greedy (2)"
0,0,15,191,"greedy (2)"
0,0,9,248,"greedy (2)"
0,0,29,21,"greedy (2)"
0,0,81,2,"greedy (2)"
0,0,130,162,"greedy (2)"
0,0,43,3,"greedy (2)"
0,0,2,103,"greedy (2)"
0,0,11,224,"greedy (2)"
0,0,2,31,"greedy (2)"
0,0,2,11,"greedy (2)"
0,0,26,2,"greedy (2)"
0,0,19,50,"greedy (2)"
0,0,3,6,"greedy (2)"
0,0,7,97,"greedy (2)"
0,0,751,8,"greedy (2)"
0,0,33,16,"greedy (2)"
0,0,14,31,"greedy (2)"
0,0,332,3,"greedy (2)"
0,0,6,90,"greedy (2)"
0,0,6,17,"greedy (2)"
0,0,8,3,"greedy (2)"
0,0,10,186,"greedy (2)"
0,0,4,15,"greedy (2)"
0,0,384,7,"greedy (2)"
0,0,4,2,"greedy (2)"
0,0,2,5,"greedy (2)"
0,0,6,2,"greedy (2)"
0,0,243,38,"greedy (2)"
0,0,148,2,"greedy (2)"
0,0,10,14,"greedy (2)"
0,0,3,18,"greedy (2)"
0,0,142,78,"greedy (2)"
0,0,5,6,"greedy (2)"
0,0,8,8,"greedy (2)"
0,0,6,3,"greedy (2)"
0,0,139,274,"greedy (2)"
0,0,3,113,"greedy (2)"
0,0,3,62,"greedy (2)"
0,0,11,4,"greedy (2)"
0,0,66,371,"greedy (2)"
0,0,14,22,"greedy (2)"
0,0,23,4,"greedy (2)"
0,0,6,79,"greedy (2)"
0,0,5,2,"greedy (2)"
0,0,15,10,"greedy (2)"
0,0,7,128,"greedy (2)"
0,0,56,404,"greedy (2)"
0,0,771,8,"greedy (2)"
0,0,96,52,"greedy (2)"
0,0,91,68,"greedy (2)"
0,0,2,7,"greedy (2)"
0,0,21,15,"greedy (2)"
0,0,15,101,"greedy (2)"
0,0,19,569,"greedy (2)"
0,0,7,5,"greedy (2)"
0,0,269,14,"greedy (2)"
0,0,7,2,"greedy (2)"
0,0,9,116,"greedy (2)"
0,0,58,61,"greedy (2)"
536,0,1000,17,"greedy (2)"
0,0,3,32,"greedy (2)"
0,0,333,9,"greedy (2)"
0,0,9,10,"greedy (2)"
0,0,2,2,"greedy (2)"
0,0,6,3,"greedy (2)"
0,0,21,21,"greedy (2)"
0,0,166,9,"greedy (2)"
0,0,860,28,"greedy (2)"
0,0,3,6,"greedy (2)"
0,0,34,6,"greedy (2)"
0,0,5,16,"greedy (2)"
0,0,2,538,"greedy (2)"
0,0,361,4,"greedy (2)"
0,0,6,42,"greedy (2)"
0,0,15,24,"greedy (2)"
0,0,37,10,"greedy (2)"
0,0,2,50,"greedy (2)"
0,0,6,8,"greedy (2)"
0,0,36,10,"greedy (2)"
0,0,49,5,"greedy (2)"
0,0,4,8,"greedy (2)"
0,0,12,3,"greedy (2)"
0,0,47,326,"greedy (2)"
0,0,9,3,"greedy (2)"
0,0,11,2,"greedy (2)"
0,0,499,16,"greedy (2)"
0,0,2,5,"greedy (2)"
0,0,3,37,"greedy (2)"
0,0,2,3,"greedy (2)"
0,0,27,5,"greedy (2)"
0,0,4,13,"greedy (2)"
0,0,94,2,"greedy (2)"
0,0,16,95,"greedy (2)"
0,0,6,15,"greedy (2)"
0,0,35,3,"greedy (2)"
0,0,25,857,"greedy (2)"
0,0,62,2,"greedy (2)"
0,0,2,90,"greedy (2)"
0,0,88,50,"greedy (2)"
0,0,3,6,"greedy (2)"
0,0,13,7,"greedy (2)"
0,0,4,80,"greedy (2)"
0,0,275,21,"greedy (2)"
0,0,11,3,"greedy (2)"
0,0,312,591,"greedy (2)"
0,0,13,2,"greedy (2)"
0,0,8,12,"greedy (2)"
0,0,14,2,"greedy (2)"
0,0,59,38,"greedy (2)"
0,0,3,27,"greedy (2)"
0,0,7,2,"greedy (2)"
0,0,15,7,"greedy (2)"
0,0,4,58,"greedy (2)"
0,0,10,3,"greedy (2)"
0,0,4,9,"greedy (2)"
0,0,15,15,"greedy (2)"
0,0,5,8,"greedy (2)"
0,0,627,10,"greedy (2)"
0,0,612,26,"greedy (2)"
0,0,5,20,"greedy (2)"
0,0,10,20,"greedy (2)"
0,0,70,33,"greedy (2)"
0,0,17,6,"greedy (2)"
0,0,3,33,"greedy (2)"
0,0,25,19,"greedy (2)"
0,0,67,8,"greedy (2)"
0,0,2,87,"greedy (2)"
0,0,4,542,"greedy (2)"
0,0,8,5,"greedy (2)"
0,526,11,1000,"greedy (2)"
0,0,110,7,"greedy (2)"
0,0,12,6,"greedy (2)"
0,0,105,37,"greedy (2)"
0,0,14,51,"greedy (2)"
0,0,7,64,"greedy (2)"
0,0,50,10,"greedy (2)"
0,0,80,3,"greedy (2)"
0,0,15,22,"greedy (2)"
0,0,2,582,"greedy (2)"
0,0,8,165,"greedy (2)"
0,0,10,4,"greedy (2)"
0,0,460,9,"greedy (2)"
0,0,19,21,"greedy (2)"
0,0,3,138,"greedy (2)"
0,0,33,3,"greedy (2)"
0,0,36,3,"greedy (2)"
0,0,24,2,"greedy (2)"
0,0,2,4,"greedy (2)"
330,0,1000,9,"greedy (2)"
0,0,6,15,"greedy (2)"
0,0,5,9,"greedy (2)"
0,0,3,214,"greedy (2)"
0,0,21,6,"greedy (2)"
0,0,9,2,"greedy (2)"
0,0,2,10,"greedy (2)"
0,0,30,35,"greedy (2)"
0,0,27,2,"greedy (2)"
0,0,18,10,"greedy (2)"
0,0,16,51,"greedy (2)"
0,0,35,554,"greedy (2)"
0,0,2,15,"greedy (2)"
0,0,56,7,"greedy (2)"
0,0,13,11,"greedy (2)"
0,0,75,2,"greedy (2)"
0,0,4,40,"greedy (2)"
0,0,21,4,"greedy (2)"
0,0,20,56,"greedy (2)"
0,0,8,40,"greedy (2)"
0,0,324,2,"greedy (2)"
0,0,25,30,"greedy (2)"
0,0,79,10,"greedy (2)"
0,0,62,13,"greedy (2)"
0,0,12,3,"greedy (2)"
0,0,3,25,"greedy (2)"
0,0,18,713,"greedy (2)"
0,0,2,15,"greedy (2)"
0,0,2,29,"greedy (2)"
0,0,30,5,"greedy (2)"
0,0,6,8,"greedy (2)"
0,0,207,353,"greedy (2)"
0,0,46,9,"greedy (2)"
0,0,10,59,"greedy (2)"
0,0,4,2,"greedy (2)"
0,0,4,12,"greedy (2)"
0,0,35,10,"greedy (2)"
0,0,3,214,"greedy (2)"
0,0,3,540,"greedy (2)"
0,0,2,81,"greedy (2)"
0,0,9,3,"greedy (2)"
0,0,95,201,"greedy (2)"
0,0,8,5,"greedy (2)"
0,0,9,93,"greedy (2)"
0,0,5,110,"greedy (2)"
0,0,2,25,"greedy (2)"
0,0,5,2,"greedy (2)"
0,0,4,14,"greedy (2)"
0,288,17,1000,"greedy (2)"
0,0,69,288,"greedy (2)"
0,0,142,6,"greedy (2)"
0,0,4,441,"greedy (2)"
0,0,18,85,"greedy (2)"
0,0,42,8,"greedy (2)"
0,0,2,12,"greedy (2)"
0,0,7,4,"greedy (2)"
0,0,4,6,"greedy (2)"
0,0,54,5,"greedy (2)"
0,0,64,8,"greedy (2)"
0,0,93,125,"greedy (2)"
0,0,12,3,"greedy (2)"
0,0,2,5,"greedy (2)"
0,0,45,200,"greedy (2)"
0,0,7,3,"greedy (2)"
0,0,17,47,"greedy (2)"
0,0,926,32,"greedy (2)"
0,0,6,32,"greedy (2)"
0,0,9,3,"greedy (2)"
0,0,355,23,"greedy (2)"
0,0,2,2,"greedy (2)"
0,0,4,24,"greedy (2)"
0,0,41,13,"greedy (2)"
0,0,360,42,"greedy (2)"
0,0,8,7,"greedy (2)"
0,0,14,34,"greedy (2)"
0,0,112,144,"greedy (2)"
0,0,178,71,"greedy (2)"
0,0,603,5,"greedy (2)"
0,0,18,273,"greedy (2)"
0,0,5,2,"greedy (2)"
0,0,14,31,"greedy (2)"
0,0,33,11,"greedy (2)"
0,0,3,16,"greedy (2)"
0,0,21,136,"greedy (2)"
0,0,70,3,"greedy (2)"
0,0,18,18,"greedy (2)"
0,0,24,23,"greedy (2)"
0,0,9,6,"greedy (2)"
0,0,5,27,"greedy (2)"
0,0,5,70,"greedy (2)"
0,0,85,7,"greedy (2)"
0,0,224,923,"greedy (2)"
0,0,24,17,"greedy (2)"
0,0,3,6,"greedy (2)"
0,0,18,110,"greedy (2)"
0,0,14,14,"greedy (2)"
0,0,11,2,"greedy (2)"
0,0,4,7,"greedy (2)"
0,0,41,4,"greedy (2)"
0,0,75,12,"greedy (2)"
0,0,58,3,"greedy (2)"
0,0,707,19,"greedy (2)"
0,0,2,13,"greedy (2)"
0,0,19,21,"greedy (2)"
0,0,3,63,"greedy (2)"
0,0,4,5,"greedy (2)"
0,0,3,22,"greedy (2)"
0,0,24,13,"greedy (2)"
0,0,3,5,"greedy (2)"
0,0,8,619,"greedy (2)"
0,0,21,6,"greedy (2)"
0,0,4,22,"greedy (2)"
0,0,98,6,"greedy (2)"
0,0,65,3,"greedy (2)"
0,0,3,21,"greedy (2)"
0,0,40,4,"greedy (2)"
0,0,14,53,"greedy (2)"
0,0,2,44,"greedy (2)"
0,0,8,43,"greedy (2)"
0,0,4,42,"greedy (2)"
0,0,4,38,"greedy (2)"
0,0,2,5,"greedy (2)"
0,0,43,6,"greedy (2)"
0,0,26,11,"greedy (2)"
0,0,4,592,"greedy (2)"
0,0,25,138,"greedy (2)"
0,0,7,13,"greedy (2)"
0,0,67,8,"greedy (2)"
0,0,7,7,"greedy (2)"
0,0,172,6,"greedy (2)"
0,0,8,2,"greedy (2)"
0,0,10,68,"greedy (2)"
0,0,3,4,"greedy (2)"
0,0,7,138,"greedy (2)"
0,0,4,4,"greedy (2)"
0,0,346,10,"greedy (2)"
0,0,720,560,"greedy (2)"
0,0,16,2,"greedy (2)"
0,0,2,423,"greedy (2)"
0,0,421,5,"greedy (2)"
0,0,2,76,"greedy (2)"
0,0,22,7,"greedy (2)"
0,0,136,4,"greedy (2)"
0,0,36,3,"greedy (2)"
0,0,3,40,"greedy (2)"
0,0,29,59,"greedy (2)"
0,0,576,49,"greedy (2)"
0,0,2,22,"greedy (2)"
0,0,78,3,"greedy (2)"
0,0,6,6,"greedy (2)"
0,0,2,17,"greedy (2)"
0,0,9,269,"greedy (2)"
0,0,9,2,"greedy (2)"
0,0,7,2,"greedy (2)"
0,0,9,8,"greedy (2)"
0,0,4,6,"greedy (2)"
0,0,7,501,"greedy (2)"
0,0,282,25,"greedy (2)"
0,0,631,3,"greedy (2)"
0,0,14,73,"greedy (2)"
0,0,2,4,"greedy (2)"
0,0,43,7,"greedy (2)"
0,0,9,24,"greedy (2)"
0,0,635,402,"greedy (2)"
0,0,72,23,"greedy (2)"
0,0,6,35,"greedy (2)"
0,0,2,33,"greedy (2)"
0,0,4,8,"greedy (2)"
0,0,177,20,"greedy (2)"
0,0,38,29,"greedy (2)"
0,0,15,8,"greedy (2)"
0,0,40,7,"greedy (2)"
0,0,257,2,"greedy (2)"
0,0,198,6,"greedy (2)"
0,0,3,2,"greedy (2)"
0,0,6,2,"greedy (2)"
0,0,11,88,"greedy (2)"
0,0,2,92,"greedy (2)"
0,0,9,286,"greedy (2)"
0,0,3,16,"greedy (2)"
0,0,24,65,"greedy (2)"
0,0,16,8,"greedy (2)"
0,0,11,605,"greedy (2)"
0,0,8,99,"greedy (2)"
0,0,456,31,"greedy (2)"
161,0,1000,18,"greedy (2)"
0,0,147,144,"greedy (2)"
0,0,57,15,"greedy (2)"
0,0,201,13,"greedy (2)"
0,0,10,31,"greedy (2)"
0,0,185,8,"greedy (2)"
0,0,4,38,"greedy (2)"
0,0,3,9,"greedy (2)"
0,0,3,29,"greedy (2)"
0,0,2,285,"greedy (2)"
0,0,7,2,"greedy (2)"
0,0,537,13,"greedy (2)"
0,0,2,3,"greedy (2)"
0,0,75,348,"greedy (2)"
0,0,26,8,"greedy (2)"
0,0,2,3,"greedy (2)"
0,0,11,19,"greedy (2)"
0,0,10,34,"greedy (2)"
0,0,2,21,"greedy (2)"
0,0,32,6,"greedy (2)"
0,0,9,4,"greedy (2)"
0,0,39,14,"greedy (2)"
0,0,6,248,"greedy (2)"
0,0,21,2,"greedy (2)"
168,0,1000,19,"greedy (2)"
0,0,18,39,"greedy (2)"
0,0,11,41,"greedy (2)"
0,0,12,4,"greedy (2)"
0,0,9,9,"greedy (2)"
0,0,32,622,"greedy (2)"
0,0,40,11,"greedy (2)"
0,0,67,45,"greedy (2)"
0,0,82,304,"greedy (2)"
0,0,25,4,"greedy (2)"
0,0,15,3,"greedy (2)"
0,0,7,32,"greedy (2)"
0,0,61,9,"greedy (2)"
0,0,19,40,"greedy (2)"
0,0,35,15,"greedy (2)"
0,0,5,5,"greedy (2)"
0,0,3,4,"greedy (2)"
0,0,4,3,"greedy (2)"
0,0,12,8,"greedy (2)"
0,0,4,11,"greedy (2)"
0,0,7,4,"greedy (2)"
0,0,28,23,"greedy (2)"
0,0,14,26,"greedy (2)"
0,0,9,47,"greedy (2)"
0,0,9,7,"greedy (2)"
0,0,9,6,"greedy (2)"
0,0,9,5,"greedy (2)"
0,0,57,29,"greedy (2)"
0,0,3,8,"greedy (2)"
0,0,89,4,"greedy (2)"
0,0,18,24,"greedy (2)"
0,0,4,12,"greedy (2)"
0,0,13,515,"greedy (2)"
0,0,5,56,"greedy (2)"
0,0,20,8,"greedy (2)"
0,0,213,2,"greedy (2)"
0,0,4,21,"greedy (2)"
0,0,305,6,"greedy (2)"
0,0,193,12,"greedy (2)"
0,0,4,2,"greedy (2)"
0,0,67,2,"greedy (2)"
0,0,60,3,"greedy (2)"
0,0,7,48,"greedy (2)"
0,0,3,2,"greedy (2)"
0,0,14,3,"greedy (2)"
0,0,2,19,"greedy (2)"
0,0,4,3,"greedy (2)"
0,0,5,2,"greedy (2)"
0,0,2,30,"greedy (2)"
0,0,7,2,"greedy (2)"
0,0,11,24,"greedy (2)"
0,0,167,3,"greedy (2)"
0,0,10,3,"greedy (2)"
0,0,24,18,"greedy (2)"
0,0,4,12,"greedy (2)"
0,0,92,109,"greedy (2)"
0,0,23,61,"greedy (2)"
0,0,5,4,"greedy (2)"
0,0,14,7,"greedy (2)"
0,0,455,3,"greedy (2)"
0,0,29,673,"greedy (2)"
0,0,296,5,"greedy (2)"
0,0,15,7,"greedy (2)"
0,0,11,198,"greedy (2)"
0,0,2,16,"greedy (2)"
0,0,15,2,"greedy (2)"
0,0,12,2,"greedy (2)"
0,0,49,28,"greedy (2)"
0,0,2,4,"greedy (2)"
0,0,465,37,"greedy (2)"
0,0,6,25,"greedy (2)"
0,0,201,19,"greedy (2)"
0,0,2,4,"greedy (2)"
0,0,45,51,"greedy (2)"
0,0,2,3,"greedy (2)"
0,0,5,2,"greedy (2)"
0,0,8,3,"greedy (2)"
0,0,17,14,"greedy (2)"
0,0,17,132,"greedy (2)"
0,0,9,2,"greedy (2)"
0,0,5,6,"greedy (2)"
0,0,4,3,"greedy (2)"
0,0,3,28,"greedy (2)"
0,0,201,498,"greedy (2)"
0,0,31,6,"greedy (2)"
0,0,2,38,"greedy (2)"
0,0,10,62,"greedy (2)"
0,0,300,63,"greedy (2)"
0,0,32,30,"greedy (2)"
0,0,332,79,"greedy (2)"
0,0,97,26,"greedy (2)"
0,0,7,24,"greedy (2)"
0,0,6,2,"greedy (2)"
0,0,9,7,"greedy (2)"
0,0,34,50,"greedy (2)"
0,0,46,51,"greedy (2)"
0,0,15,4,"greedy (2)"
0,0,5,2,"greedy (2)"
0,0,533,217,"greedy (2)"
0,0,2,5,"greedy (2)"
0,0,15,159,"greedy (2)"
0,0,6,8,"greedy (2)"
0,0,4,202,"greedy (2)"
0,0,2,3,"greedy (2)"
0,0,9,66,"greedy (2)"
0,0,4,3,"greedy (2)"
0,0,10,98,"greedy (2)"
0,0,34,53,"greedy (2)"
0,0,936,19,"greedy (2)"
0,0,220,15,"greedy (2)"
0,0,8,18,"greedy (2)"
0,0,215,5,"greedy (2)"
0,0,10,9,"greedy (2)"
461,0,1000,13,"greedy (2)"
0,0,350,5,"greedy (2)"
0,0,78,630,"greedy (2)"
0,0,3,55,"greedy (2)"
0,0,11,273,"greedy (2)"
0,0,48,720,"greedy (2)"
0,0,2,110,"greedy (2)"
0,0,8,180,"greedy (2)"
0,0,3,9,"greedy (2)"
0,0,3,14,"greedy (2)"
0,0,15,110,"greedy (2)"
0,0,74,27,"greedy (2)"
0,0,37,7,"greedy (2)"
0,0,11,12,"greedy (2)"
0,0,25,3,"greedy (2)"
0,0,980,81,"greedy (2)"
0,0,12,30,"greedy (2)"
0,0,302,22,"greedy (2)"
0,0,2,20,"greedy (2)"
0,0,4,118,"greedy (2)"
0,0,8,88,"greedy (2)"
0,0,147,436,"greedy (2)"
0,0,85,5,"greedy (2)"
0,0,77,8,"greedy (2)"
0,0,8,3,"greedy (2)"
0,0,237,3,"greedy (2)"
0,0,22,87,"greedy (2)"
0,0,4,3,"greedy (2)"
0,0,4,28,"greedy (2)"
0,0,13,6,"greedy (2)"
0,0,7,476,"greedy (2)"
0,0,5,426,"greedy (2)"
0,0,2,6,"greedy (2)"
0,0,63,56,"greedy (2)"
0,0,4,11,"greedy (2)"
0,0,231,18,"greedy (2)"
0,0,6,28,"greedy (2)"
0,0,126,412,"greedy (2)"
0,0,8,5,"greedy (2)"
0,0,6,33,"greedy (2)"
0,0,2,6,"greedy (2)"
0,0,292,293,"greedy (2)"
0,0,3,2,"greedy (2)"
0,0,67,366,"greedy (2)"
0,0,2,72,"greedy (2)"
0,0,2,113,"greedy (2)"
0,0,317,16,"greedy (2)"
0,0,4,490,"greedy (2)"
0,0,206,3,"greedy (2)"
0,0,6,13,"greedy (2)"
0,0,4,5,"greedy (2)"
0,0,11,67,"greedy (2)"
0,0,3,55,"greedy (2)"
0,0,30,7,"greedy (2)"
0,0,412,7,"greedy (2)"
0,0,222,14,"greedy (2)"
0,0,54,8,"greedy (2)"
0,0,372,7,"greedy (2)"
0,0,13,12,"greedy (2)"
0,0,91,21,"greedy (2)"
0,0,79,87,"greedy (2)"
0,0,18,6,"greedy (2)"
0,0,3,3,"greedy (2)"
0,0,281,20,"greedy (2)"
0,0,3,5,"greedy (2)"
0,0,203,589,"greedy (2)"
0,0,8,18,"greedy (2)"
0,0,20,3,"greedy (2)"
0,0,15,30,"greedy (2)"
0,0,9,69,"greedy (2)"
0,0,29,57,"greedy (2)"
0,0,508,18,"greedy (2)"
0,0,5,6,"greedy (2)"
0,0,43,25,"greedy (2)"
0,0,2,3,"greedy (2)"
0,0,26,197,"greedy (2)"
0,0,4,3,"greedy (2)"
0,0,3,6,"greedy (2)"
0,0,16,6,"greedy (2)"
0,0,6,4,"greedy (2)"
0,0,28,25,"greedy (2)"
0,0,9,3,"greedy (2)"
0,0,3,42,"greedy (2)"
0,0,22,6,"greedy (2)"
0,261,14,1000,"greedy (2)"
0,0,4,24,"greedy (2)"
0,0,13,5,"greedy (2)"
0,0,4,4,"greedy (2)"
0,0,11,92,"greedy (2)"
0,0,501,433,"greedy (2)"
0,0,3,29,"greedy (2)"
0,0,7,17,"greedy (2)"
0,0,13,106,"greedy (2)"
0,0,3,3,"greedy (2)"
0,0,279,14,"greedy (2)"
0,0,3,20,"greedy (2)"
0,0,14,199,"greedy (2)"
0,0,66,11,"greedy (2)"
0,0,5,3,"greedy (2)"
0,0,12,4,"greedy (2)"
0,0,26,46,"greedy (2)"
0,0,2,53,"greedy (2)"
0,0,3,50,"greedy (2)"
0,0,6,13,"greedy (2)"
0,0,6,2,"greedy (2)"
0,0,28,16,"greedy (2)"
0,0,70,590,"greedy (2)"
0,0,3,8,"greedy (2)"
0,0,23,429,"greedy (2)"
0,0,2,2,"greedy (2)"
0,0,6,3,"greedy (2)"
0,0,4,46,"greedy (2)"
0,0,70,60,"greedy (2)"
0,0,54,18,"greedy (2)"
0,0,5,28,"greedy (2)"
0,0,4,407,"greedy (2)"
0,0,6,518,"greedy (2)"
0,0,166,2,"greedy (2)"
0,0,6,85,"greedy (2)"
0,0,38,60,"greedy (2)"
0,0,206,6,"greedy (2)"
0,0,64,107,"greedy (2)"
0,0,3,12,"greedy (2)"
0,0,32,14,"greedy (2)"
0,0,10,12,"greedy (2)"
0,0,7,20,"greedy (2)"
0,0,2,15,"greedy (2)"
0,0,9,37,"greedy (2)"
0,0,4,58,"greedy (2)"
0,0,15,225,"greedy (2)"
0,0,2,3,"greedy (2)"
0,0,205,23,"greedy (2)"
0,0,2,7,"greedy (2)"
0,0,7,3,"greedy (2)"
0,0,144,105,"greedy (2)"
0,0,2,122,"greedy (2)"
0,0,45,21,"greedy (2)"
0,0,3,91,"greedy (2)"
0,0,48,11,"greedy (2)"
0,0,5,4,"greedy (2)"
0,0,7,36,"greedy (2)"
0,0,18,2,"greedy (2)"
0,0,7,4,"greedy (2)"
0,0,5,2,"greedy (2)"
0,0,2,12,"greedy (2)"
0,0,46,8,"greedy (2)"
0,0,2,8,"greedy (2)"
0,0,3,6,"greedy (2)"
0,0,14,5,"greedy (2)"
0,0,42,264,"greedy (2)"
0,0,15,6,"greedy (2)"
0,0,8,3,"greedy (2)"
0,0,5,11,"greedy (2)"
0,0,2,50,"greedy (2)"
0,0,2,10,"greedy (2)"
0,0,4,10,"greedy (2)"
0,0,871,232,"greedy (2)"
0,0,224,812,"greedy (2)"
0,0,8,3,"greedy (2)"
0,0,66,2,"greedy (2)"
0,0,19,5,"greedy (2)"
0,0,380,3,"greedy (2)"
0,0,5,63,"greedy (2)"
0,0,235,4,"greedy (2)"
0,0,18,4,"greedy (2)"
0,0,6,8,"greedy (2)"
0,0,2,8,"greedy (2)"
0,0,25,38,"greedy (2)"
0,0,5,12,"greedy (2)"
0,0,3,21,"greedy (2)"
0,0,13,6,"greedy (2)"
0,0,42,491,"greedy (2)"
0,0,25,165,"greedy (2)"
0,0,2,14,"greedy (2)"
0,0,9,11,"greedy (2)"
0,0,8,2,"greedy (2)"
0,0,5,58,"greedy (2)"
0,0,2,4,"greedy (2)"
0,0,7,6,"greedy (2)"
0,0,7,5,"greedy (2)"
0,0,16,6,"greedy (2)"
0,0,4,11,"greedy (2)"
0,0,36,4,"greedy (2)"
0,0,53,457,"greedy (2)"
0,0,3,3,"greedy (2)"
0,0,8,2,"greedy (2)"
0,0,3,2,"greedy (2)"
0,0,3,39,"greedy (2)"
0,0,71,8,"greedy (2)"
0,0,7,6,"greedy (2)"
0,0,13,11,"greedy (2)"
0,0,8,4,"greedy (2)"
0,0,126,35,"greedy (2)"
0,0,271,540,"greedy (2)"
0,0,3,3,"greedy (2)"
0,0,4,79,"greedy (2)"
0,0,2,2,"greedy (2)"
0,0,4,429,"greedy (2)"
0,0,110,11,"greedy (2)"
0,0,2,28,"greedy (2)"
0,0,12,3,"greedy (2)"
0,0,7,2,"greedy (2)"
0,0,25,177,"greedy (2)"
0,0,92,38,"greedy (2)"
0,0,7,7,"greedy (2)"
0,0,28,2,"greedy (2)"
0,0,70,511,"greedy (2)"
0,0,4,68,"greedy (2)"
0,0,168,70,"greedy (2)"
0,0,852,260,"greedy (2)"
0,0,9,8,"greedy (2)"
0,0,861,10,"greedy (2)"
0,0,58,142,"greedy (2)"
0,0,11,3,"greedy (2)"
0,0,5,4,"greedy (2)"
0,0,4,70,"greedy (2)"
0,0,5,134,"greedy (2)"
0,0,2,6,"greedy (2)"
0,0,73,28,"greedy (2)"
0,0,59,27,"greedy (2)"
0,0,118,2,"greedy (2)"
0,0,64,51,"greedy (2)"
0,0,25,232,"greedy (2)"
0,0,153,3,"greedy (2)"
0,0,2,4,"greedy (2)"
0,0,16,108,"greedy (2)"
0,0,11,32,"greedy (2)"
0,0,49,5,"greedy (2)"
0,0,5,39,"greedy (2)"
0,0,14,174,"greedy (2)"
0,0,11,10,"greedy (2)"
0,0,5,31,"greedy (2)"
0,0,4,269,"greedy (2)"
0,0,108,13,"greedy (2)"
0,0,18,19,"greedy (2)"
0,0,3,18,"greedy (2)"
0,0,82,11,"greedy (2)"
0,0,777,4,"greedy (2)"
0,0,10,7,"greedy (2)"
0,0,585,6,"greedy (2)"
0,0,8,14,"greedy (2)"
0,0,15,3,"greedy (2)"
0,0,28,204,"greedy (2)"
0,0,9,2,"greedy (2)"
0,0,3,6,"greedy (2)"
0,0,11,642,"greedy (2)"
0,0,84,4,"greedy (2)"
0,0,11,13,"greedy (2)"
0,0,3,43,"greedy (2)"
0,0,5,2,"greedy (2)"
0,0,94,4,"greedy (2)"
0,0,61,40,"greedy (2)"
0,0,2,24,"greedy (2)"
0,0,3,32,"greedy (2)"
0,0,59,3,"greedy (2)"
0,0,5,7,"greedy (2)"
0,0,30,89,"greedy (2)"
0,0,4,12,"greedy (2)"
0,0,61,40,"greedy (2)"
0,0,7,82,"greedy (2)"
0,0,2,2,"greedy (2)"
0,0,79,8,"greedy (2)"
0,0,3,11,"greedy (2)"
0,0,23,31,"greedy (2)"
0,0,3,7,"greedy (2)"
0,0,16,119,"greedy (2)"
0,0,13,13,"greedy (2)"
0,0,4,4,"greedy (2)"
0,0,19,294,"greedy (2)"
0,0,18,101,"greedy (2)"
0,0,5,5,"greedy (2)"
0,0,26,3,"greedy (2)"
0,0,9,3,"greedy (2)"
0,0,2,2,"greedy (2)"
0,0,2,34,"greedy (2)"
0,0,2,15,"greedy (2)"
0,0,4,136,"greedy (2)"
0,0,3,13,"greedy (2)"
0,0,11,5,"greedy (2)"
0,0,126,7,"greedy (2)"
0,0,292,2,"greedy (2)"
0,0,6,15,"greedy (2)"
0,0,157,17,"greedy (2)"
